,county,oxamyl
2329,"Webster, West Virginia",0.0
2330,"Wells, Indiana",0.0
2331,"West baton rouge, Louisiana",0.0
2332,"West carroll parish, Louisiana",0.0
2333,"West carroll, Louisiana",0.0
2334,"West feliciana, Louisiana",0.0
2335,"Westchester, New York",0.0
2336,"Westmoreland, Pennsylvania",0.0
2337,"Westmoreland, Virginia",0.0
2338,"Weston, Wyoming",0.0
2339,"Wetzel, West Virginia",0.0
2340,"Wexford, Michigan",0.0
2341,"Wharton, Texas",0.0
2342,"Whatcom, Washington",0.0
2343,"Wheatland, Montana",0.0
2344,"Wheeler, Nebraska",0.0
2345,"Wheeler, Oregon",0.0
2346,"Wheeler, Texas",0.0
2347,"White pine, Nevada",0.0
2348,"White, Arkansas",0.0
2349,"White, Illinois",0.0
2350,"White, Indiana",0.0
2351,"Whiteside, Illinois",0.0
2352,"Whitley, Indiana",0.0
2353,"Whitley, Kentucky",0.0
2354,"Whitman, Washington",0.0
2355,"Wibaux, Montana",0.0
2356,"Wichita, Texas",0.0
2357,"Wicomico, Maryland",0.0
2358,"Wilbarger, Texas",0.0
2359,"Wilcox, Alabama",0.0
2360,"Wilkes, North Carolina",0.0
2361,"Will, Illinois",0.0
2362,"Willacy county, Texas",0.0
2363,"Willacy, Texas",0.0
2364,"Williamsburg, South Carolina",0.0
2365,"Williamson, Illinois",0.0
2366,"Williamson, Texas",0.0
2367,"Wilson, North Carolina",0.0
2368,"Wilson, Texas",0.0
2369,"Winchester, Virginia",0.0
2370,"Windham, Connecticut",0.0
2371,"Windham, Vermont",0.0
2372,"Windsor, Vermont",0.0
2373,"Winkler, Texas",0.0
2374,"Winn, Louisiana",0.0
2375,"Winnebago, Illinois",0.0
2376,"Winnebago, Wisconsin",0.03488372093023256
2377,"Winona, Minnesota",0.0
2378,"Winston, Alabama",0.0
2379,"Wise, Texas",0.0
2380,"Wolfe, Kentucky",0.0
2381,"Wood, Ohio",0.0
2382,"Wood, Texas",0.0
2383,"Wood, West Virginia",0.0
2384,"Wood, Wisconsin",0.0
2385,"Woodford, Illinois",0.0
2386,"Woodford, Kentucky",0.0
2387,"Woodruff, Arkansas",0.0
2388,"Woods, Oklahoma",0.0
2389,"Woodward, Oklahoma",0.0
2390,"Worcester, Maryland",0.0
2391,"Worcester, Massachusetts",0.008888888888888889
2392,"Worth, Missouri",0.0
2393,"Wright, Minnesota",0.0
2394,"Wright, Missouri",0.0
2395,"Wyandot, Ohio",0.0
2396,"Wyandotte, Kansas",0.0
2397,"Wyoming, New York",0.0
2398,"Wyoming, Pennsylvania",0.0
2399,"Wyoming, West Virginia",0.0
2400,"Wythe, Virginia",0.0
2401,"Yadkin, North Carolina",0.0
2402,"Yakima, Washington",0.0
2403,"Yakutat, Alaska",0.0
2404,"Yamhill, Oregon",0.0
2405,"Yancey, North Carolina",0.0
2406,"Yankton, South Dakota",0.0
2407,"Yates, New York",0.0
2408,"Yavapai, Arizona",0.0
2409,"Yell, Arkansas",0.0
2410,"Yellow medicine county, Minnesota",0.0
2411,"Yellow medicine, Minnesota",0.0
2412,"Yellowstone, Montana",0.0
2413,"Yoakum, Texas",0.0
2414,"Yolo, California",0.0
2415,"York county, Pennsylvania",0.0
2416,"York, Maine",0.0
2417,"York, Nebraska",0.0
2418,"York, Pennsylvania",0.0
2419,"York, South Carolina",0.0
2420,"Young, Texas",0.0
2421,"Yuba, California",0.0
2422,"Yuma county, Arizona",0.0
2423,"Yuma, Arizona",0.0
2424,"Zapata county, Texas",0.0
2425,"Zapata, Texas",0.0
2426,"Zavala, Texas",0.0
