,county,"2,4-D"
2298,"Titus, Texas",0.0
2299,"Todd, Kentucky",0.03
2300,"Todd, Minnesota",0.0
2301,"Todd, South Dakota",0.0
2302,"Tolland, Connecticut",0.0
2303,"Tom green, Texas",0.0
2304,"Tompkins, New York",0.0
2305,"Tooele, Utah",0.0
2306,"Toole, Montana",0.0
2307,"Torrance, New Mexico",0.0
2308,"Towner, North Dakota",0.0
2309,"Traill, North Dakota",0.0
2310,"Transylvania, North Carolina",0.0
2311,"Traverse, Minnesota",0.0
2312,"Travis, Texas",0.0
2313,"Treasure, Montana",0.0
2314,"Trempealeau, Wisconsin",0.0
2315,"Trigg, Kentucky",0.0
2316,"Trimble, Kentucky",0.0
2317,"Trinity, Texas",0.0
2318,"Tripp, South Dakota",0.0
2319,"Trumbull, Ohio",0.0
2320,"Tucker, West Virginia",0.0
2321,"Tulare, California",0.0
2322,"Turner, South Dakota",0.0
2323,"Tuscaloosa, Alabama",0.0
2324,"Tuscarawas, Ohio",0.0
2325,"Tuscola, Michigan",0.0
2326,"Twin falls, Idaho",0.0
2327,"Tyler, Texas",0.0
2328,"Tyler, West Virginia",0.0
2329,"Tyrrell, North Carolina",0.0
2330,"Uinta, Wyoming",0.0
2331,"Uintah, Utah",0.0
2332,"Ulster, New York",0.0
2333,"Umatilla, Oregon",0.0
2334,"Union county, Pennsylvania",0.0
2335,"Union parish, Louisiana",0.0
2336,"Union, Arkansas",0.0
2337,"Union, Florida",0.0
2338,"Union, Illinois",0.0
2339,"Union, Indiana",0.0
2340,"Union, Iowa",0.0
2341,"Union, Kentucky",0.0
2342,"Union, Louisiana",0.0
2343,"Union, New Mexico",0.0
2344,"Union, North Carolina",0.008571428571428572
2345,"Union, Oregon",0.0
2346,"Union, Pennsylvania",0.0
2347,"Union, South Carolina",0.0
2348,"Union, South Dakota",0.0
2349,"Unknown, South Carolina",0.0
2350,"Upshur, Texas",0.0
2351,"Upshur, West Virginia",0.0
2352,"Utah, Utah",0.0
2353,"Uvalde, Texas",0.0
2354,"Val verde, Texas",0.0
2355,"Valencia, New Mexico",0.0
2356,"Valley, Idaho",0.0
2357,"Valley, Montana",0.0
2358,"Valley, Nebraska",0.0
2359,"Van buren, Arkansas",0.0
2360,"Van buren, Michigan",0.0
2361,"Van wert, Ohio",0.0
2362,"Van zandt, Texas",0.0
2363,"Vance, North Carolina",0.0
2364,"Vanderburgh, Indiana",0.008333333333333333
2365,"Venango county, Pennsylvania",0.0
2366,"Venango, Pennsylvania",0.0
2367,"Ventura, California",0.0
2368,"Vermilion, Illinois",0.0
2369,"Vermilion, Louisiana",0.0
2370,"Vermillion county, Indiana",0.0
2371,"Vermillion, Indiana",0.0
2372,"Vernon, Louisiana",0.0
2373,"Vernon, Missouri",0.0
2374,"Vernon, Wisconsin",0.0
2375,"Victoria, Texas",0.0
2376,"Vigo, Indiana",0.0
2377,"Vilas, Wisconsin",0.0
2378,"Volusia, Florida",0.0
2379,"Wabash, Illinois",0.0
2380,"Wabash, Indiana",0.0
2381,"Wabasha, Minnesota",0.0
2382,"Wadena, Minnesota",0.0
2383,"Wahkiakum, Washington",0.0
2384,"Wake, North Carolina",0.0010703363914373089
2385,"Wakulla, Florida",0.0
2386,"Waldo, Maine",0.0
2387,"Walker, Alabama",0.0
2388,"Walker, Texas",0.0
2389,"Walla walla, Washington",0.006861313868613138
2390,"Waller, Texas",0.0
2391,"Wallowa, Oregon",0.0
2392,"Walsh, North Dakota",0.0
2393,"Walton, Florida",0.0
2394,"Walworth, South Dakota",0.0
2395,"Walworth, Wisconsin",0.0011904761904761906
2396,"Wapello, Iowa",0.0
2397,"Ward, North Dakota",0.0
2398,"Ward, Texas",0.0
2399,"Warren county, Pennsylvania",0.0
2400,"Warren, Illinois",0.0
2401,"Warren, Indiana",0.0
2402,"Warren, Iowa",0.0
2403,"Warren, Kentucky",0.0
2404,"Warren, Missouri",0.0
2405,"Warren, New Jersey",0.0
2406,"Warren, New York",0.0
2407,"Warren, North Carolina",0.0
2408,"Warren, Ohio",0.0
2409,"Warren, Pennsylvania",0.0
2410,"Warren, Virginia",0.0
2411,"Warrick, Indiana",0.0
2412,"Wasatch, Utah",0.0
2413,"Wasco, Oregon",0.0
2414,"Waseca, Minnesota",0.0
2415,"Washakie, Wyoming",0.0
2416,"Washburn, Wisconsin",0.0
2417,"Washington county, Rhode Island",0.0
2418,"Washington parish, Louisiana",0.0
2419,"Washington, Alabama",0.0
2420,"Washington, Arkansas",0.0
2421,"Washington, Florida",0.0
2422,"Washington, Idaho",0.0
2423,"Washington, Illinois",0.0
2424,"Washington, Indiana",0.0
2425,"Washington, Iowa",0.0
2426,"Washington, Kentucky",0.0
2427,"Washington, Louisiana",0.0
2428,"Washington, Maine",0.0
2429,"Washington, Maryland",0.0
2430,"Washington, Minnesota",0.0
2431,"Washington, Missouri",0.0
2432,"Washington, Nebraska",0.0
2433,"Washington, New York",0.0
2434,"Washington, North Carolina",0.0
2435,"Washington, Ohio",0.0
2436,"Washington, Oklahoma",0.0
2437,"Washington, Oregon",0.0
2438,"Washington, Pennsylvania",0.0
2439,"Washington, Rhode Island",0.0
2440,"Washington, Texas",0.0
2441,"Washington, Utah",0.0
2442,"Washington, Vermont",0.0
2443,"Washington, Virginia",0.0
2444,"Washington, Wisconsin",0.0
2445,"Washita, Oklahoma",0.0
2446,"Washoe, Nevada",0.036923076923076927
2447,"Washtenaw, Michigan",0.0
2448,"Watauga, North Carolina",0.0
2449,"Watonwan, Minnesota",0.0
2450,"Waukesha, Wisconsin",0.0
2451,"Waupaca, Wisconsin",0.0
2452,"Waushara, Wisconsin",0.0
2453,"Wayne, Illinois",0.0
2454,"Wayne, Indiana",0.020689655172413796
2455,"Wayne, Kentucky",0.0
2456,"Wayne, Michigan",0.0
2457,"Wayne, Missouri",0.0
2458,"Wayne, Nebraska",0.0
2459,"Wayne, New York",0.0
2460,"Wayne, North Carolina",0.0
2461,"Wayne, Ohio",0.0
2462,"Wayne, Pennsylvania",0.0
2463,"Wayne, Utah",0.0
2464,"Wayne, West Virginia",0.057999999999999996
2465,"Waynesboro city, Virginia",0.0
2466,"Webb county, Texas",0.0
2467,"Webb, Texas",0.0
2468,"Weber, Utah",0.0
2469,"Webster, Iowa",0.0
2470,"Webster, Kentucky",0.0
2471,"Webster, Louisiana",0.0
2472,"Webster, Missouri",0.0
2473,"Webster, Nebraska",0.0
2474,"Webster, West Virginia",0.0
2475,"Wells, Indiana",0.0
2476,"Wells, North Dakota",0.0
2477,"West baton rouge, Louisiana",0.0
2478,"West carroll parish, Louisiana",0.0
2479,"West carroll, Louisiana",0.0
2480,"West feliciana, Louisiana",0.0
2481,"Westchester, New York",0.0
2482,"Westmoreland, Pennsylvania",0.0
2483,"Westmoreland, Virginia",0.0
2484,"Weston, Wyoming",0.0
2485,"Wetzel, West Virginia",0.0
2486,"Wexford, Michigan",0.0
2487,"Wharton, Texas",0.0
2488,"Whatcom, Washington",0.0
2489,"Wheatland, Montana",0.0
2490,"Wheeler, Nebraska",0.0
2491,"Wheeler, Oregon",0.0
2492,"Wheeler, Texas",0.0
2493,"White pine, Nevada",0.0
2494,"White, Arkansas",0.0
2495,"White, Illinois",0.0
2496,"White, Indiana",0.0
2497,"Whiteside, Illinois",0.0
2498,"Whitley, Indiana",0.0
2499,"Whitley, Kentucky",0.02176470588235294
2500,"Whitman, Washington",0.0
2501,"Wibaux, Montana",0.0
2502,"Wichita, Texas",0.0
2503,"Wicomico, Maryland",0.0
2504,"Wilbarger, Texas",0.0
2505,"Wilcox, Alabama",0.0
2506,"Wilkes, North Carolina",0.0
2507,"Will, Illinois",0.0
2508,"Willacy county, Texas",0.0
2509,"Willacy, Texas",0.0
2510,"Williams, North Dakota",0.0
2511,"Williamsburg, South Carolina",0.0
2512,"Williamson, Illinois",0.0
2513,"Williamson, Texas",0.0
2514,"Wilson, North Carolina",0.0
2515,"Wilson, Texas",0.0
2516,"Winchester, Virginia",0.0
2517,"Windham, Connecticut",0.0
2518,"Windham, Vermont",0.0
2519,"Windsor, Vermont",0.0
2520,"Winkler, Texas",0.0
2521,"Winn, Louisiana",0.0
2522,"Winnebago, Illinois",0.0
2523,"Winnebago, Iowa",0.0
2524,"Winnebago, Wisconsin",0.0038461538461538464
2525,"Winneshiek, Iowa",0.0
2526,"Winona, Minnesota",0.0
2527,"Winston, Alabama",0.0
2528,"Wise, Texas",0.0
2529,"Wolfe, Kentucky",0.0
2530,"Wood, Ohio",0.0
2531,"Wood, Texas",0.0
2532,"Wood, West Virginia",0.0
2533,"Wood, Wisconsin",0.004651162790697674
2534,"Woodbury, Iowa",0.0
2535,"Woodford, Illinois",0.0
2536,"Woodford, Kentucky",0.0
2537,"Woodruff, Arkansas",0.0
2538,"Woods, Oklahoma",0.0
2539,"Woodward, Oklahoma",0.0
2540,"Worcester, Maryland",0.005277777777777778
2541,"Worcester, Massachusetts",0.0
2542,"Worth, Iowa",0.0
2543,"Worth, Missouri",0.0
2544,"Wright, Iowa",0.0
2545,"Wright, Minnesota",0.0
2546,"Wright, Missouri",0.0
2547,"Wyandot, Ohio",0.0
2548,"Wyandotte, Kansas",0.0
2549,"Wyoming, New York",0.0
2550,"Wyoming, Pennsylvania",0.0
2551,"Wyoming, West Virginia",0.0
2552,"Wythe, Virginia",0.0
2553,"Yadkin, North Carolina",0.0
2554,"Yakima, Washington",0.0
2555,"Yamhill, Oregon",0.0
2556,"Yancey, North Carolina",0.0
2557,"Yankton, South Dakota",0.0
2558,"Yates, New York",0.0
2559,"Yavapai, Arizona",0.0
2560,"Yell, Arkansas",0.0
2561,"Yellow medicine county, Minnesota",0.0
2562,"Yellow medicine, Minnesota",0.0
2563,"Yellowstone, Montana",0.0
2564,"Yoakum, Texas",0.0
2565,"Yolo, California",0.0
2566,"York county, Pennsylvania",0.0
2567,"York, Maine",0.0
2568,"York, Nebraska",0.0
2569,"York, Pennsylvania",0.0
2570,"York, South Carolina",0.0
2571,"Young, Texas",0.0
2572,"Yuba, California",0.0
2573,"Yuma county, Arizona",0.0
2574,"Yuma, Arizona",0.0
2575,"Zapata county, Texas",0.0
2576,"Zapata, Texas",0.0
2577,"Zavala, Texas",0.0
