,county,"1,2-Dibromo-3-Chloropropane"
2301,"Wells, Indiana",0.0
2302,"West baton rouge, Louisiana",0.0
2303,"West carroll parish, Louisiana",0.0
2304,"West carroll, Louisiana",0.0
2305,"West feliciana, Louisiana",0.0
2306,"Westchester, New York",0.0
2307,"Westmoreland, Pennsylvania",0.0
2308,"Westmoreland, Virginia",0.0
2309,"Weston, Wyoming",0.0
2310,"Wetzel, West Virginia",0.0
2311,"Wharton, Texas",0.0
2312,"Whatcom, Washington",0.0
2313,"Wheeler, Nebraska",0.0
2314,"Wheeler, Oregon",0.0
2315,"Wheeler, Texas",0.0
2316,"White pine, Nevada",0.0
2317,"White, Arkansas",0.0
2318,"White, Illinois",0.0
2319,"White, Indiana",0.0
2320,"Whiteside, Illinois",0.0
2321,"Whitley, Indiana",0.0
2322,"Whitley, Kentucky",0.0
2323,"Whitman, Washington",0.0
2324,"Wichita, Texas",0.0
2325,"Wicomico, Maryland",0.003838235294117647
2326,"Wilbarger, Texas",0.0
2327,"Wilcox, Alabama",0.0
2328,"Wilkes, North Carolina",0.0
2329,"Wilkin, Minnesota",0.0
2330,"Will, Illinois",0.0
2331,"Willacy county, Texas",0.0
2332,"Willacy, Texas",0.0
2333,"Williamsburg, South Carolina",0.0
2334,"Williamson, Illinois",0.0
2335,"Williamson, Texas",0.0
2336,"Wilson, North Carolina",0.0
2337,"Wilson, Texas",0.0
2338,"Winchester, Virginia",0.0
2339,"Windham, Connecticut",0.0
2340,"Windham, Vermont",0.0
2341,"Windsor, Vermont",0.0
2342,"Winkler, Texas",0.0
2343,"Winn, Louisiana",0.0
2344,"Winnebago, Illinois",0.0
2345,"Winnebago, Wisconsin",0.0
2346,"Winona, Minnesota",0.0
2347,"Winston, Alabama",0.0
2348,"Wise, Texas",0.0
2349,"Wise, Virginia",0.0
2350,"Wolfe, Kentucky",0.0
2351,"Wood, Texas",0.0
2352,"Wood, West Virginia",0.0
2353,"Wood, Wisconsin",0.0
2354,"Woodford, Illinois",0.0
2355,"Woodford, Kentucky",0.0
2356,"Woodruff, Arkansas",0.0
2357,"Woods, Oklahoma",0.0
2358,"Woodward, Oklahoma",0.0
2359,"Worcester, Maryland",0.0
2360,"Worcester, Massachusetts",2.2779043280182233e-05
2361,"Worth, Missouri",0.0
2362,"Wright, Minnesota",0.0
2363,"Wright, Missouri",0.0
2364,"Wyandotte, Kansas",0.0
2365,"Wyoming, New York",0.0
2366,"Wyoming, Pennsylvania",0.0
2367,"Wyoming, West Virginia",0.0
2368,"Wythe, Virginia",0.0
2369,"Yadkin, North Carolina",0.0
2370,"Yakima, Washington",0.0
2371,"Yakutat, Alaska",0.0
2372,"Yamhill, Oregon",0.0
2373,"Yancey, North Carolina",0.0
2374,"Yankton, South Dakota",0.0
2375,"Yates, New York",0.0
2376,"Yavapai, Arizona",0.0
2377,"Yell, Arkansas",0.0
2378,"Yellow medicine county, Minnesota",0.0
2379,"Yellow medicine, Minnesota",0.0
2380,"Yellowstone, Montana",0.0
2381,"Yoakum, Texas",0.0
2382,"Yolo, California",0.0005860655737704918
2383,"York county, Pennsylvania",0.0
2384,"York, Maine",0.0
2385,"York, Nebraska",0.0
2386,"York, Pennsylvania",0.0
2387,"York, South Carolina",0.0
2388,"York, Virginia",0.0
2389,"Young, Texas",0.0
2390,"Yuba, California",0.0
2391,"Yukon-koyukuk, Alaska",0.0
2392,"Yuma county, Arizona",0.0
2393,"Yuma, Arizona",0.0
2394,"Zapata county, Texas",0.0
2395,"Zapata, Texas",0.0
2396,"Zavala, Texas",0.0
